时间_s,实验温度_C,模型温度_C,残差_C
1172.0,48.01,48.00341169194514,-0.006588308054858771
1173.0,48.01,48.00375710057458,-0.006242899425416226
1174.0,48.01,48.004100995219495,-0.005899004780502537
1175.0,48.01,48.00444338251593,-0.005556617484067772
1176.0,48.01,48.004784269070825,-0.005215730929172935
1177.0,48.01,48.005123661462186,-0.00487633853781233
1178.0,48.01,48.00546156623919,-0.004538433760806981
1179.0,48.01,48.00579798992229,-0.004202010077705154
1180.0,48.01,48.0061329390034,-0.0038670609965976155
1181.0,48.01,48.00646641994596,-0.0035335800540394757
1182.0,48.01,48.00679843918505,-0.00320156081495071
1183.0,48.01,48.007129003127545,-0.0028709968724527357
1184.0,48.01,48.00745811815227,-0.0025418818477263017
1185.0,48.01,48.00778579061008,-0.0022142093899191195
1186.0,48.01,48.008112026824,-0.001887973175996649
1187.0,48.01,48.00843683308932,-0.0015631669106781487
1188.0,48.01,48.00876021567377,-0.0012397843262306196
1189.0,48.01,48.00908218081756,-0.0009178191824403825
1190.0,48.01,48.009402734733534,-0.0005972652664638645
1191.0,48.01,48.00972188360742,-0.00027811639257890874
1192.0,48.01,48.01003963359772,3.9633597722854574e-05
1193.0,48.01,48.01035599083596,0.0003559908359633823
1194.0,48.01,48.01067096142683,0.0006709614268345376
1195.0,48.01,48.01098455144827,0.0009845514482691442
1196.0,48.01,48.01129676695147,0.001296766951469408
1197.0,48.01,48.01160761396125,0.0016076139612550833
1198.0,48.01,48.01191709847589,0.0019170984758929421
1199.0,48.01,48.01222522646749,0.0022252264674946787
1200.0,48.01,48.0125320038819,0.002532003881903222
1201.0,48.02,48.012837436638925,-0.0071625633610779005
1202.0,48.02,48.01314153063241,-0.006858469367593045
1203.0,48.02,48.01344429173042,-0.006555708269580407
1204.0,48.02,48.01374572577525,-0.006254274224751555
1205.0,48.02,48.01404583858357,-0.005954161416433124
1206.0,48.02,48.0143446359466,-0.005655364053403389
1207.0,48.02,48.014642123630175,-0.005357876369828318
1208.0,48.02,48.014938307374834,-0.005061692625169201
1209.0,48.02,48.01523319289595,-0.004766807104054749
1210.0,48.02,48.01552678588387,-0.004473214116131885
1211.0,48.02,48.01581909200398,-0.004180907996023109
1212.0,48.02,48.016110116896854,-0.003889883103148861
1213.0,48.02,48.016399866178304,-0.003600133821699103
1214.0,48.02,48.016688345439555,-0.0033116545604485736
1215.0,48.02,48.016975560247346,-0.0030244397526573152
1216.0,48.02,48.01726151614397,-0.0027384838560351454
1217.0,48.02,48.01754621864745,-0.002453781352549811
1218.0,48.02,48.01782967325162,-0.0021703267483843547
1219.0,48.02,48.01811188542623,-0.0018881145737736915
1220.0,48.02,48.018392860617055,-0.0016071393829477643
1221.0,48.02,48.018672604246035,-0.0013273957539681192
1222.0,48.02,48.01895112171128,-0.0010488782887208004
1223.0,48.02,48.0192284183873,-0.0007715816127031871
1224.0,48.02,48.01950449962502,-0.0004955003749813613
1225.0,48.02,48.01977937075189,-0.00022062924811194762
1226.0,48.02,48.02005303707202,5.303707201420593e-05
1227.0,48.02,48.02032550386632,0.0003255038663141363
1228.0,48.02,48.02059677639249,0.0005967763924843439
1229.0,48.02,48.02086685988522,0.0008668598852139553
1230.0,48.02,48.02113575955624,0.0011357595562344613
1231.0,48.02,48.02140348059446,0.0014034805944547202
1232.0,48.02,48.02167002816601,0.0016700281660035898
1233.0,48.02,48.021935407414375,0.0019354074143720368
1234.0,48.02,48.02219962346054,0.002199623460533928
1235.0,48.02,48.02246268140301,0.002462681403009981
1236.0,48.03,48.02272458631794,-0.007275413682059195
1237.0,48.03,48.022985343259265,-0.007014656740736314
1238.0,48.03,48.02324495725873,-0.006755042741268369
1239.0,48.03,48.023503433326056,-0.006496566673945381
1240.0,48.03,48.02376077644898,-0.006239223551020245
1241.0,48.03,48.02401699159342,-0.0059830084065808364
1242.0,48.03,48.024272083703444,-0.005727916296557112
1243.0,48.03,48.02452605770154,-0.005473942298458212
1244.0,48.03,48.02477891848858,-0.005221081511422199
1245.0,48.03,48.02503067094395,-0.004969329056052629
1246.0,48.03,48.02528131992565,-0.004718680074354609
1247.0,48.03,48.02553087027037,-0.004469129729628207
1248.0,48.03,48.02577932679369,-0.004220673206312142
1249.0,48.03,48.02602669428995,-0.003973305710047725
1250.0,48.03,48.02627297753257,-0.0037270224674301744
1251.0,48.03,48.026518181274014,-0.0034818187259872957
1252.0,48.03,48.02676231024591,-0.0032376897540942196
1253.0,48.03,48.027005369159156,-0.0029946308408455025
1254.0,48.03,48.027247362704,-0.0027526372959982837
1255.0,48.03,48.027488295550164,-0.002511704449837282
1256.0,48.03,48.02772817234682,-0.0022718276531819015
1257.0,48.03,48.02796699772281,-0.0020330022771943845
1258.0,48.03,48.02820477628678,-0.0017952237132234927
1259.0,48.03,48.02844151262698,-0.0015584873730176696
1260.0,48.03,48.02867721131172,-0.0013227886882845041
1261.0,48.03,48.02891187688916,-0.0010881231108399447
1262.0,48.03,48.029145513887634,-0.0008544861123667147
1263.0,48.03,48.02937812681555,-0.0006218731844498393
1264.0,48.03,48.0296097201616,-0.00039027983839901026
1265.0,48.03,48.029840298394774,-0.00015970160522726928
1266.0,48.03,48.03006986596448,6.986596447688953e-05
1267.0,48.03,48.03029842730062,0.000298427300620574
1268.0,48.03,48.03052598681373,0.0005259868137272861
1269.0,48.03,48.03075254889493,0.0007525488949298165
1270.0,48.03,48.030978117916135,0.0009781179161336695
1271.0,48.03,48.0312026982301,0.0012026982301023281
1272.0,48.03,48.0314262941705,0.0014262941704998866
1273.0,48.03,48.03164891005202,0.0016489100520189481
1274.0,48.03,48.031870550170424,0.0018705501704232574
1275.0,48.03,48.032091218802606,0.002091218802604544
1276.0,48.03,48.03231092020681,0.0023109202068098966
1277.0,48.03,48.03252965862252,0.0025296586225209694
1278.0,48.04,48.032747438270725,-0.007252561729274021
1279.0,48.04,48.0329642633538,-0.00703573664620194
1280.0,48.04,48.0331801380558,-0.006819861944201477
1281.0,48.04,48.03339506654241,-0.006604933457587947
1282.0,48.04,48.03360905296107,-0.006390947038930506
1283.0,48.04,48.03382210144099,-0.00617789855900952
1284.0,48.04,48.03403421609334,-0.005965783906660249
1285.0,48.04,48.034245401011205,-0.005754598988794157
1286.0,48.04,48.03445566026981,-0.005544339730185754
1287.0,48.04,48.034664997926455,-0.005335002073543649
1288.0,48.04,48.03487341802068,-0.005126581979318701
1289.0,48.04,48.035080924574345,-0.004919075425654285
1290.0,48.04,48.035287521591606,-0.004712478408393395
1291.0,48.04,48.03549321305915,-0.004506786940851271
1292.0,48.04,48.035698002946155,-0.00430199705384382
1293.0,48.04,48.035901895204375,-0.004098104795623669
1294.0,48.04,48.03610489376828,-0.0038951062317167384
1295.0,48.04,48.03630700255508,-0.0036929974449222414
1296.0,48.04,48.03650822546482,-0.003491774535177683
1297.0,48.04,48.03670856638048,-0.0032914336195162264
1298.0,48.04,48.036908029167975,-0.00309197083202406
1299.0,48.04,48.03710661767622,-0.00289338232377645
1300.0,48.04,48.03730433573743,-0.002695664262567732
1301.0,48.04,48.03750118716685,-0.0024988128331457915
1302.0,48.04,48.03769717576313,-0.002302824236871004
1303.0,48.04,48.03789230530817,-0.00210769469182992
1304.0,48.04,48.03808657956734,-0.001913420432657631
1305.0,48.04,48.03828000228957,-0.001719997710431187
1306.0,48.04,48.03847257720719,-0.0015274227928117057
1307.0,48.04,48.03866430803633,-0.0013356919636677844
1308.0,48.04,48.038855198476796,-0.0011448015232033981
1309.0,48.04,48.03904525221208,-0.000954747787922372
1310.0,48.04,48.039234472909634,-0.0007655270903654809
1311.0,48.04,48.039422864220846,-0.0005771357791530818
1312.0,48.04,48.039610429781,-0.0003895702189993244
1313.0,48.04,48.03979717320957,-0.0002028267904279346
1314.0,48.04,48.039983098110014,-1.6901889985376783e-05
1315.0,48.04,48.04016820807012,0.00016820807012152272
1316.0,48.04,48.0403525066619,0.000352506661897678
1317.0,48.04,48.04053599744175,0.00053599744175159
1318.0,48.04,48.04071868395043,0.000718683950431398
1319.0,48.04,48.04090056971315,0.0009005697131527768
1320.0,48.04,48.04108165823979,0.0010816582397907837
1321.0,48.04,48.04126195302472,0.0012619530247235389
1322.0,48.04,48.04144145754709,0.0014414575470880209
1323.0,48.04,48.0416201752707,0.0016201752707019068
1324.0,48.04,48.041798109644255,0.001798109644255419
1325.0,48.04,48.04197526410129,0.0019752641012900085
1326.0,48.04,48.04215164206033,0.0021516420603333586
1327.0,48.04,48.0423272469249,0.0023272469248993843
1328.0,48.04,48.04250208208359,0.002502082083587709
1329.0,48.05,48.042676150910154,-0.007323849089843293
1330.0,48.05,48.04284945676356,-0.007150543236434714
1331.0,48.05,48.04302200298806,-0.0069779970119370205
1332.0,48.05,48.043193792913236,-0.006806207086761162
1333.0,48.05,48.04336482985405,-0.006635170145948166
1334.0,48.05,48.04353511711095,-0.00646488288904834
1335.0,48.05,48.04370465796999,-0.006295342030007589
1336.0,48.05,48.043873455702695,-0.0061265442973024165
1337.0,48.05,48.04404151356633,-0.005958486433669918
1338.0,48.05,48.04420883480391,-0.005791165196086467
1339.0,48.05,48.04437542264415,-0.005624577355845872
1340.0,48.05,48.044541280301644,-0.00545871969835332
1341.0,48.05,48.04470641097693,-0.0052935890230685345
1342.0,48.05,48.0448708178565,-0.005129182143498667
1343.0,48.05,48.04503450411285,-0.004965495887148563
1344.0,48.05,48.04519747290464,-0.004802527095357334
1345.0,48.05,48.04535972737656,-0.004640272623440467
1346.0,48.05,48.04552127065965,-0.004478729340348764
1347.0,48.05,48.04568210587118,-0.0043178941288175565
1348.0,48.05,48.04584223611472,-0.004157763885274335
1349.0,48.05,48.046001664480286,-0.0039983355197108494
1350.0,48.05,48.04616039404429,-0.003839605955704428
1351.0,48.05,48.04631842786972,-0.0036815721302758675
1352.0,48.05,48.046475769006115,-0.003524230993882327
1353.0,48.05,48.04663242048966,-0.0033675795103391692
1354.0,48.05,48.04678838534325,-0.0032116146567489068
1355.0,48.05,48.04694366657641,-0.003056333423586466
1356.0,48.05,48.04709826718563,-0.002901732814365232
1357.0,48.05,48.047252190154204,-0.0027478098457933697
1358.0,48.05,48.0474054384523,-0.002594561547695662
1359.0,48.05,48.047558015037154,-0.00244198496284298
1360.0,48.05,48.04770992285299,-0.0022900771470091286
1361.0,48.05,48.04786116483117,-0.0021388351688287344
1362.0,48.05,48.04801174389006,-0.001988256109939357
1363.0,48.05,48.04816166293549,-0.0018383370645054242
1364.0,48.05,48.04831092486032,-0.0016890751396800852
1365.0,48.05,48.04845953254481,-0.0015404674551859898
1366.0,48.05,48.04860748885667,-0.0013925111433295
1367.0,48.05,48.04875479665097,-0.0012452033490291115
1368.0,48.05,48.0489014587702,-0.0010985412297941366
1369.0,48.05,48.04904747804454,-0.0009525219554546993
1370.0,48.05,48.049192857291665,-0.0008071427083322646
1371.0,48.05,48.04933759931691,-0.000662400683090425
1372.0,48.05,48.049481706913326,-0.0005182930866709512
1373.0,48.05,48.04962518286176,-0.0003748171382369492
1374.0,48.05,48.049768029930796,-0.0002319700692012816
1375.0,48.05,48.049910250876934,-8.974912306314309e-05
1376.0,48.05,48.05005184844455,5.184844454930726e-05
1377.0,48.05,48.05019282536604,0.00019282536604237066
1378.0,48.05,48.050333184361804,0.00033318436180707067
1379.0,48.05,48.0504729281403,0.0004729281403044183
1380.0,48.05,48.05061205939815,0.0006120593981506772
1381.0,48.05,48.050750580820115,0.0007505808201173636
1382.0,48.05,48.05088849507922,0.0008884950792236168
1383.0,48.05,48.05102580483677,0.0010258048367717265
1384.0,48.05,48.05116251274239,0.0011625127423897652
1385.0,48.05,48.05129862143408,0.0012986214340813262
1386.0,48.05,48.05143413353832,0.0014341335383249998
1387.0,48.05,48.05156905167006,0.001569051670060162
1388.0,48.05,48.05170337843276,0.0017033784327651347
1389.0,48.05,48.05183711641851,0.0018371164185140287
1390.0,48.05,48.051970268207995,0.0019702682079980605
1391.0,48.05,48.052102836370615,0.002102836370617922
1392.0,48.05,48.052234823464545,0.0022348234645477305
1393.0,48.05,48.05236623203669,0.002366232036692395
1394.0,48.06,48.052497064622756,-0.007502935377246445
1395.0,48.06,48.05262732374749,-0.007372676252515475
1396.0,48.06,48.052757011924385,-0.007242988075617518
1397.0,48.06,48.052886131656,-0.007113868343999741
1398.0,48.06,48.05301468543398,-0.0069853145660232485
1399.0,48.06,48.053142675738975,-0.006857324261027031
1400.0,48.06,48.05327010504076,-0.006729894959242699
1401.0,48.06,48.053396975798336,-0.006603024201666585
1402.0,48.06,48.053523290459864,-0.006476709540137904
1403.0,48.06,48.05364905146286,-0.0063509485371398
1404.0,48.06,48.05377426123406,-0.006225738765941458
1405.0,48.06,48.05389892218961,-0.0061010778103920416
1406.0,48.06,48.0540230367351,-0.005976963264899382
1407.0,48.06,48.05414660726551,-0.005853392734493923
1408.0,48.06,48.05426963616533,-0.005730363834672403
1409.0,48.06,48.05439212580863,-0.005607874191369433
1410.0,48.06,48.05451407855908,-0.00548592144092197
1411.0,48.06,48.05463549676997,-0.00536450323003379
1412.0,48.06,48.05475638278428,-0.005243617215725749
1413.0,48.06,48.05487673893469,-0.005123261065314466
1414.0,48.06,48.054996567543704,-0.00500343245629864
1415.0,48.06,48.05511587092363,-0.004884129076373256
1416.0,48.06,48.05523465137661,-0.004765348623394061
1417.0,48.06,48.05535291119475,-0.004647088805249666
1418.0,48.06,48.05547065266008,-0.0045293473399254935
1419.0,48.06,48.05558787804463,-0.004412121955368775
1420.0,48.06,48.05570458961045,-0.004295410389552501
1421.0,48.06,48.05582078960969,-0.004179210390311994
1422.0,48.06,48.05593648028463,-0.0040635197153733316
1423.0,48.06,48.056051663867734,-0.003948336132268082
1424.0,48.06,48.056166342581726,-0.0038336574182764593
1425.0,48.06,48.05628051863947,-0.003719481360533905
1426.0,48.06,48.056394194244206,-0.0036058057557966094
1427.0,48.06,48.05650737158949,-0.003492628410512566
1428.0,48.06,48.05662005285933,-0.003379947140672357
1429.0,48.06,48.05673224022806,-0.0032677597719441565
1430.0,48.06,48.05684393586053,-0.003156064139474779
1431.0,48.06,48.05695514191211,-0.003044858087889679
1432.0,48.06,48.05706586052874,-0.0029341394712645297
1433.0,48.06,48.05717609384692,-0.0028239061530825893
1434.0,48.06,48.05728584399379,-0.0027141560062133863
1435.0,48.06,48.05739511308715,-0.0026048869128487695
1436.0,48.06,48.0575039032356,-0.0024960967644034326
1437.0,48.06,48.05761221653837,-0.0023877834616357063
1438.0,48.06,48.05772005508558,-0.0022799449144201844
1439.0,48.06,48.05782742095816,-0.0021725790418400948
1440.0,48.06,48.05793431622796,-0.0020656837720451904
1441.0,48.06,48.05804074295769,-0.0019592570423156985
1442.0,48.06,48.058146703201004,-0.0018532967989983717
1443.0,48.06,48.05825219900261,-0.001747800997392801
1444.0,48.06,48.058357232398265,-0.001642767601737205
1445.0,48.06,48.058461805414765,-0.0015381945852368517
1446.0,48.06,48.05856592006998,-0.0014340799300214258
1447.0,48.06,48.058669578373056,-0.0013304216269460767
1448.0,48.06,48.05877278232421,-0.0012272176757903708
1449.0,48.06,48.05887553391495,-0.0011244660850522337
1450.0,48.06,48.05897783512808,-0.0010221648719195287
1451.0,48.06,48.05907968793765,-0.0009203120623553218
1452.0,48.06,48.05918109430911,-0.0008189056908918246
1453.0,48.06,48.05928205619923,-0.0007179438007725025
1454.0,48.06,48.05938257555633,-0.0006174244436749632
1455.0,48.06,48.05948265432002,-0.0005173456799809628
1456.0,48.06,48.059582294421546,-0.0004177055784566619
1457.0,48.06,48.05968149778363,-0.00031850221637341747
1458.0,48.06,48.059780266320566,-0.00021973367943672883
1459.0,48.06,48.05987860193827,-0.00012139806172939416
1460.0,48.06,48.05997650653428,-2.3493465725721308e-05
1461.0,48.06,48.06007398199789,7.398199788610782e-05
1462.0,48.06,48.06017103021,0.0001710302099979799
1463.0,48.06,48.060267653043375,0.00026765304337317275
1464.0,48.06,48.06036385236248,0.000363852362475825
1465.0,48.06,48.060459630023715,0.0004596300237125206
1466.0,48.06,48.060554987875214,0.0005549878752120208
1467.0,48.06,48.06064992775708,0.0006499277570810591
1468.0,48.06,48.060744451501336,0.0007444515013332875
1469.0,48.06,48.060838560932034,0.0008385609320313847
1470.0,48.06,48.060932257865154,0.000932257865152053
1471.0,48.06,48.06102554410876,0.0010255441087565487
1472.0,48.06,48.06111842146293,0.001118421462926733
1473.0,48.06,48.06121089171994,0.0012108917199356029
1474.0,48.06,48.061302956664115,0.001302956664112287
1475.0,48.06,48.06139461807206,0.0013946180720552093
1476.0,48.06,48.06148587771253,0.0014858777125255074
1477.0,48.06,48.06157673734653,0.0015767373465251922
1478.0,48.06,48.06166719872735,0.0016671987273468858
1479.0,48.06,48.061757263600605,0.0017572636006022435
1480.0,48.06,48.061846933704274,0.0018469337042716916
1481.0,48.06,48.06193621076869,0.0019362107686902164
1482.0,48.06,48.0620250965166,0.0020250965165971024
1483.0,48.06,48.062113592663216,0.0021135926632140922
1484.0,48.06,48.06220170091623,0.002201700916231175
1485.0,48.06,48.06228942297586,0.0022894229758563256
1486.0,48.06,48.06237676053483,0.002376760534829714
1487.0,48.07,48.06246371527849,-0.007536284721510356
1488.0,48.07,48.062550288884765,-0.007449711115235402
1489.0,48.07,48.06263648302425,-0.007363516975750883
1490.0,48.07,48.062722299360246,-0.007277700639754414
1491.0,48.07,48.06280773954867,-0.007192260451333254
1492.0,48.07,48.06289280523828,-0.007107194761722724
1493.0,48.07,48.062977498070545,-0.007022501929455416
1494.0,48.07,48.0630618196798,-0.006938180320197773
1495.0,48.07,48.06314577169316,-0.006854228306842458
1496.0,48.07,48.0632293557306,-0.006770644269401771
1497.0,48.07,48.06331257340505,-0.006687426594950807
1498.0,48.07,48.063395426322344,-0.006604573677655878
1499.0,48.07,48.063477916081254,-0.006522083918746091
1500.0,48.07,48.063560044273586,-0.006439955726413871
1501.0,48.07,48.06364181248414,-0.006358187515857594
1502.0,48.07,48.06372322229075,-0.006276777709253167
1503.0,48.07,48.0638042752644,-0.006195724735597707
1504.0,48.07,48.063884972969134,-0.0061150270308658605
1505.0,48.07,48.06396531696215,-0.006034683037853483
1506.0,48.07,48.06404530879382,-0.0059546912061776425
1507.0,48.07,48.06412495000777,-0.005875049992226877
1508.0,48.07,48.06420424214078,-0.0057957578592180425
1509.0,48.07,48.06428318672294,-0.005716813277061306
1510.0,48.07,48.06436178527758,-0.00563821472241699
1511.0,48.07,48.06444003932148,-0.005559960678517939
1512.0,48.07,48.06451795036464,-0.0054820496353613635
1513.0,48.07,48.06459551991048,-0.005404480089516994
1514.0,48.07,48.06467274945589,-0.0053272505441128715
1515.0,48.07,48.06474964049109,-0.005250359508913505
1516.0,48.07,48.06482619449985,-0.005173805500149342
1517.0,48.07,48.06490241295945,-0.005097587040552298
1518.0,48.07,48.0649782973406,-0.005021702659398386
1519.0,48.07,48.065053849107656,-0.004946150892344292
1520.0,48.07,48.065129069718544,-0.004870930281455799
1521.0,48.07,48.06520396062471,-0.004796039375293049
1522.0,48.07,48.06527852327136,-0.004721476728640539
1523.0,48.07,48.065352759097294,-0.0046472409027060735
1524.0,48.07,48.06542666953506,-0.004573330464943126
1525.0,48.07,48.065500256010836,-0.0044997439891645286
1526.0,48.07,48.0655735199446,-0.004426480055400361
1527.0,48.07,48.06564646275014,-0.004353537249862427
1528.0,48.07,48.06571908583501,-0.004280914164986882
1529.0,48.07,48.06579139060061,-0.004208609399391605
1530.0,48.07,48.06586337844214,-0.004136621557861986
1531.0,48.07,48.06593505074879,-0.004064949251208816
1532.0,48.07,48.06600640890356,-0.00399359109643882
1533.0,48.07,48.06607745428346,-0.003922545716541492
1534.0,48.07,48.06614818825942,-0.003851811740581468
1535.0,48.07,48.066218612196366,-0.0037813878036345727
1536.0,48.07,48.06628872745327,-0.0037112725467309815
1537.0,48.07,48.06635853538313,-0.0036414646168694276
1538.0,48.07,48.06642803733303,-0.0035719626669674653
1539.0,48.07,48.06649723464409,-0.003502765355911208
1540.0,48.07,48.066566128651594,-0.0034338713484061145
1541.0,48.07,48.06663472068499,-0.003365279315012515
1542.0,48.07,48.066703012067904,-0.003296987932095874
1543.0,48.07,48.06677100411813,-0.003228995881869423
1544.0,48.07,48.06683869814762,-0.0031613018523799497
1545.0,48.07,48.066906095462755,-0.003093904537244896
1546.0,48.07,48.06697319736402,-0.003026802635979209
1547.0,48.07,48.067040005146296,-0.0029599948537040177
1548.0,48.07,48.06710652009875,-0.0028934799012532153
1549.0,48.07,48.06717274350489,-0.002827256495109509
1550.0,48.07,48.06723867664262,-0.0027613233573831053
1551.0,48.07,48.067304320784245,-0.002695679215754865
1552.0,48.07,48.067369677196446,-0.0026303228035544635
1553.0,48.07,48.06743474714044,-0.00256525285956144
1554.0,48.07,48.06749953187185,-0.002500468128147304
1555.0,48.07,48.06756403264082,-0.0024359673591831665
1556.0,48.07,48.06762825069195,-0.0023717493080468444
1557.0,48.07,48.067692187264505,-0.002307812735494963
1558.0,48.07,48.06775584359224,-0.002244156407762432
1559.0,48.07,48.0678192209035,-0.0021807790964984974
1560.0,48.07,48.06788232042125,-0.0021176795787525293
1561.0,48.07,48.06794514336314,-0.002054856636860336
1562.0,48.07,48.06800769094145,-0.0019923090585507452
1563.0,48.07,48.0680699643631,-0.0019300356369029714
1564.0,48.07,48.0681319648298,-0.0018680351701974018
1565.0,48.07,48.068193693537914,-0.0018063064620861269
1566.0,48.07,48.06825515167869,-0.001744848321308723
1567.0,48.07,48.06831634043801,-0.0016836595619906802
1568.0,48.07,48.068377260996606,-0.0016227390033947131
1569.0,48.07,48.068437914530094,-0.001562085469906549
1570.0,48.07,48.06849830220887,-0.0015016977911272988
1571.0,48.07,48.06855842519823,-0.0014415748017668761
1572.0,48.07,48.06861828465833,-0.0013817153416724182
1573.0,48.07,48.068677881744264,-0.0013221182557359157
1574.0,48.07,48.068737217606085,-0.0012627823939155292
1575.0,48.07,48.06879629338877,-0.0012037066112284833
1576.0,48.07,48.06885511023229,-0.0011448897677084346
1577.0,48.07,48.06891366927164,-0.0010863307283628387
1578.0,48.07,48.06897197163677,-0.0010280283632297937
1579.0,48.07,48.06903001845274,-0.0009699815472572482
1580.0,48.07,48.06908781083971,-0.0009121891602887899
1581.0,48.07,48.06914534991286,-0.0008546500871418061
1582.0,48.07,48.06920263678251,-0.0007973632174937961
1583.0,48.07,48.06925967255407,-0.0007403274459321096
1584.0,48.07,48.069316458328174,-0.000683541671826049
1585.0,48.07,48.06937299520066,-0.0006270047993410799
1586.0,48.07,48.069429284262405,-0.000570715737595151
1587.0,48.07,48.06948532659969,-0.000514673400310528
1588.0,48.07,48.069541123293895,-0.00045887670610511577
1589.0,48.07,48.069596675421764,-0.00040332457823666346
1590.0,48.07,48.06965198405522,-0.0003480159447803999
1591.0,48.07,48.06970705026157,-0.00029294973843008165
1592.0,48.07,48.0697618751034,-0.00023812489659746916
1593.0,48.07,48.06981645963866,-0.00018354036134127227
1594.0,48.07,48.06987080492067,-0.00012919507933162322
1595.0,48.07,48.06992491199812,-7.508800187849829e-05
1596.0,48.07,48.06997878191505,-2.1218084953034122e-05
1597.0,48.07,48.070032415711026,3.241571102563512e-05
1598.0,48.07,48.07008581442098,8.581442097721492e-05
1599.0,48.07,48.07013897907532,0.00013897907531656983
1600.0,48.07,48.070191910700004,0.00019191070000346144
1601.0,48.07,48.070244610316394,0.0002446103163933344
1602.0,48.07,48.0702970789414,0.0002970789414007413
1603.0,48.07,48.07034931758758,0.0003493175875775023
1604.0,48.07,48.07040132726291,0.0004013272629066478
1605.0,48.07,48.07045310897102,0.00045310897102268655
1606.0,48.07,48.07050466371115,0.0005046637111476571
1607.0,48.07,48.07055599247809,0.0005559924780911274
1608.0,48.07,48.070607096262364,0.000607096262363882
1609.0,48.07,48.07065797605009,0.0006579760500926568
1610.0,48.07,48.070708632823106,0.000708632823105404
1611.0,48.07,48.070759067558896,0.0007590675588957652
1612.0,48.07,48.07080928123065,0.0008092812306514929
1613.0,48.07,48.07085927480741,0.0008592748074107703
1614.0,48.07,48.07090904925383,0.0009090492538277317
1615.0,48.07,48.070958605530436,0.0009586055304353636
1616.0,48.07,48.07100794459348,0.0010079445934820797
1617.0,48.07,48.07105706739506,0.0010570673950596188
1618.0,48.07,48.07110597488306,0.0011059748830604121
1619.0,48.07,48.071154668001284,0.0011546680012841648
1620.0,48.07,48.07120314768931,0.001203147689309958
1621.0,48.07,48.07125141488267,0.0012514148826667792
1622.0,48.07,48.07129947051271,0.0012994705127127304
1623.0,48.07,48.071347315506785,0.0013473155067842413
1624.0,48.07,48.07139495078815,0.0013949507881463319
1625.0,48.07,48.07144237727601,0.0014423772760068232
1626.0,48.07,48.07148959588556,0.0014895958855589697
1627.0,48.07,48.07153660752792,0.0015366075279175107
1628.0,48.07,48.071583413110275,0.0015834131102749893
1629.0,48.07,48.07163001353585,0.0016300135358520151
1630.0,48.07,48.07167640970386,0.0016764097038617365
1631.0,48.07,48.071722602509595,0.0017226025095951059
1632.0,48.07,48.07176859284444,0.0017685928444421961
1633.0,48.07,48.071814381595885,0.001814381595885095
1634.0,48.07,48.07185996964744,0.001859969647441062
1635.0,48.07,48.07190535787886,0.00190535787886148
1636.0,48.07,48.071950547165976,0.0019505471659755358
1637.0,48.07,48.07199553838077,0.00199553838076838
1638.0,48.07,48.07204033239145,0.002040332391452182
1639.0,48.07,48.072084930062395,0.002084930062395074
1640.0,48.07,48.07212933225422,0.0021293322542206283
1641.0,48.07,48.07217353982369,0.002173539823687065
1642.0,48.07,48.07221755362391,0.00221755362390752
1643.0,48.07,48.07226137450416,0.002261374504158198
1644.0,48.07,48.07230500331009,0.0023050033100915357
1645.0,48.08,48.07234844088352,-0.007651559116474971
1646.0,48.08,48.07239168806275,-0.007608311937246981
1647.0,48.08,48.07243474568226,-0.0075652543177398
1648.0,48.08,48.07247761457295,-0.007522385427044753
1649.0,48.08,48.07252029556199,-0.0074797044380048305
1650.0,48.08,48.072562789473054,-0.007437210526944682
1651.0,48.08,48.07260509712608,-0.007394902873919307
1652.0,48.08,48.07264721933751,-0.00735278066248668
1653.0,48.08,48.07268915692015,-0.00731084307984986
1654.0,48.08,48.07273091068327,-0.007269089316729094
1655.0,48.08,48.07277248143255,-0.007227518567447078
1656.0,48.08,48.07281386997021,-0.0071861300297868524
1657.0,48.08,48.07285507709492,-0.007144922905077067
1658.0,48.08,48.072896103601785,-0.007103896398213294
1659.0,48.08,48.07293695028252,-0.007063049717480396
1660.0,48.08,48.07297761792537,-0.007022382074630684
1661.0,48.08,48.07301810731499,-0.006981892685011815
1662.0,48.08,48.073058419232794,-0.006941580767204414
1663.0,48.08,48.0730985544566,-0.0069014455433986654
1664.0,48.08,48.073138513760966,-0.006861486239031933
1665.0,48.08,48.073178297916925,-0.006821702083072978
1666.0,48.08,48.07321790769218,-0.006782092307815901
1667.0,48.08,48.073257343851076,-0.0067426561489227765
1668.0,48.08,48.073296607154596,-0.006703392845402334
1669.0,48.08,48.0733356983604,-0.006664301639595749
1670.0,48.08,48.07337461822283,-0.006625381777169537
1671.0,48.08,48.073413367492904,-0.006586632507094237
1672.0,48.08,48.07345194691838,-0.00654805308161599
1673.0,48.08,48.0734903572437,-0.006509642756299172
1674.0,48.08,48.07352859921005,-0.006471400789948234
1675.0,48.08,48.073566673555376,-0.006433326444621912
1676.0,48.08,48.07360458101441,-0.006395418985590595
1677.0,48.08,48.07364232231863,-0.006357677681364748
1678.0,48.08,48.073679898196296,-0.006320101803702016
1679.0,48.08,48.07371730937254,-0.00628269062745801
1680.0,48.08,48.07375455656925,-0.006245443430749731
1681.0,48.08,48.073791640505206,-0.006208359494792148
1682.0,48.08,48.07382856189597,-0.006171438104026095
1683.0,48.08,48.07386532145402,-0.006134678545976158
